tahun;kd_desa;fitur_1;fitur_2;fitur_3;fitur_4;fitur_5;fitur_6;idm
2019;5204182006;2500000;534564745;80599500;236435500;0;50000000;0.5657
2019;5206062014;14560000;588800000;269123869;201450000;0;50000000;0.581
2019;5201082006;7470000;1165693450;9391400;32644900;0;46402600;0.7054
2019;5205052014;2509600;973316400;0;241000000;5000000;0;0.6854
2019;5202072006;0;1102250986;0;225205000;0;147600000;0.6632
2019;5206072008;100763000;658451864;154100000;313469749;13203892;0;0.6098
2019;5204062012;63476666;584020334;133355000;39500000;0;30000000;0.62
2019;5204252007;9764500;743025126;28769000;0;0;77539464;0.6427
2019;5203142009;0;1153432200;47573500;57388300;0;50000000;0.6237
2019;5205072002;6000000;689316500;0;174411500;0;25000000;0.65
2019;5207052003;20000000;1376625045;133765000;281965000;0;0;0.681
2019;5202042016;0;1012971050;0;397055000;0;380000000;0.6365
2019;5207022014;14710000;908048275;20250000;97171360;0;0;0.6603
2019;5203172010;38700000;908744000;20000000;36500000;0;95000000;0.7687
2019;5204252001;7504000;763085480;19777500;10892000;0;48979000;0.671
2019;5202052002;450000;2854827593;0;294330400;0;188351790;0.6346
2019;5201022006;32772000;676934600;218602350;0;0;0;0.691
2019;5204072003;36583800;456643944;38178000;725215000;0;0;0.5478
2019;5205052008;37500000;990566904;26000000;64664557;2838539;0;0.6133
2019;5202032007;0;1273602800;0;269365442;39480600;180000300;0.8267
2019;5206012012;126398619;417987341;99905000;107100000;29200000;32900000;0.6848
2019;5202022001;0;1069105450;0;216309500;0;141480819;0.7017
2019;5204052002;49915000;740631591;123975000;100850000;0;0;0.7359
2019;5204232005;14197700;690535192;38926000;3370000;0;50000000;0.7108
2019;5204092011;14790000;682023097;81810000;86697604;0;35003000;0.6662
2019;5204102005;88739003;727026807;24868500;0;0;0;0.6984
2019;5204072005;28456500;621717794;150113925;86553200;0;0;0.6648
2019;5202112010;0;1472103500;0;193882700;0;0;0.6963
2019;5201122002;26325000;1119848025;80166000;49907000;2500000;100000000;0.7456
2019;5201032005;150000;803877500;43776500;90543500;0;0;0.6668
2019;5201142009;7159482;993790533;0;0;0;0;0.6838
2019;5201122010;84149000;1100384323;196397900;72194000;3000000;100000000;0.6851
2019;5203202001;0;1118357860;0;164217140;5000000;0;0.6171
2019;5207022015;6485000;3118192585;173816306;213334250;50000000;300000000;0.6916
2019;5203012005;18500000;974393600;33600000;163479400;0;0;0.6711
2019;5204072001;58705000;1363153025;110585000;846000;0;20479294;0.6498
2019;5204102004;55372000;571169500;25332000;121857300;0;0;0.6779
2019;5202022005;0;851197641;0;170479528;0;113519686;0.66
2019;5202052009;0;1379921778;0;279913800;0;182263163;0.8616
2019;5201142001;0;1195208200;3770000;363771800;0;0;0.6781
2019;5203202013;0;1006617000;0;25682000;0;0;0.6589
2019;5202102006;0;961439285;0;304514709;0;75000000;0.7314
2019;5203082005;35500000;1416758725;50000000;0;0;80000000;0.7517
2019;5208042001;0;1837346000;173274000;31770000;10774000;0;0.6692
2019;5202032008;0;1065376500;0;296825000;0;152682397;0.7021
2019;5203142005;0;1323149000;0;42803000;0;50000000;0.629
2019;5202092004;0;974413858;0;293587708;0;0;0.7003
2019;5203102002;27080000;1735830622;20000000;40166393;1034985;40000000;0.7887
2019;5202062002;0;1060637100;289844600;364993900;0;90088433;0.7429
2019;5201012009;13613000;1158431484;44997500;119112900;0;0;0.6925
2019;5207012002;180188860;1094475660;366448426;84694500;10000000;50000000;0.6406
2019;5207082002;0;756870252;89370000;50960000;0;0;0.7729
2019;5201142007;6270500;807220225;316017625;63122000;0;120000000;0.6619
2019;5201082001;13755000;987438168;59016600;201839000;0;50000000;0.7232
2019;5201082001;0;1777587750;321364000;0;0;60000000;0.7487
2019;5202102005;0;950667035;0;341142214;0;0;0.7
2019;5204092004;7000000;756831000;46966000;0;0;36122000;0.7732
2019;5205062004;12000000;745112000;0;135000000;15000000;50000000;0.7032
2019;5203142008;11974900;953982600;89775000;32160500;0;50000000;0.6065
2019;5204262002;48916000;671964000;77060000;72950000;0;35973000;0.6806
2019;5207012003;6999986;580797000;200216983;150299000;0;0;0.804
2019;5202082006;0;797290800;0;158615000;0;106240584;0.6573
2019;5202062007;0;841079600;0;299710000;0;183100000;0.7038
2019;5203152004;250000000;918122800;201746200;100000000;0;0;0.6657
2019;5203132014;28753000;920816000;25556000;19835000;0;0;0.7224
2019;5204222003;0;725763500;63529300;5123000;0;39141696;0.797
2019;5204142001;0;775224500;32007500;4200000;0;50000000;0.6463
2019;5206062002;9442000;559751138;195608362;14431555;0;0;0.6371
2019;5206132009;19170477;576063115;211764453;40000000;10000000;0;0.7035
2019;5202052001;0;1224482698;0;124459495;0;150281412;0.7132
2019;5202022012;0;1102343000;0;227548990;0;173329700;0.6681
2019;5206022007;35050000;531489895;100250000;89444672;14650000;50000000;0.661
2019;5206092002;43856000;640465220;95224000;191459655;15950000;100000000;0.7057
2019;5203192006;20390000;1000746550;75735000;72723450;0;100000000;0.6552
2019;5203192011;7380000;719555000;43150000;66940000;0;130000000;0.6271
2019;5204132013;6300000;743602000;36005500;30000000;0;50000000;0.6313
2019;5204102012;13665500;655646000;152982000;41518500;0;0;0.7165
2019;5206182013;81150100;376596327;203030468;44075000;10000000;50000000;0.6295
2019;5206182013;90644600;198345400;65812000;551484100;0;50000000;0.6295
2019;5206062004;74619008;839487000;241435000;44571900;1000000;32500000;0.6944
2019;5204182007;85610000;421481360;125852500;203275000;0;0;0.5989
2019;5204202006;27283000;853326572;19075000;3000000;0;50000000;0.6579
2019;5202032001;0;1297583050;0;308671213;0;178472699;0.7154
2019;5207082003;0;634167552;17438048;135312928;0;100000000;0.8135
2019;5201092016;20995400;849509140;0;0;0;150000000;0.6551
2019;5206082013;16080000;527668088;64783242;224612542;12758345;0;0.6217
2019;5206062012;42375000;630795010;164206386;418679228;0;50000000;0.5924
2019;5204142015;22911000;653613962;39990038;3000000;0;50000000;0.7522
2019;5203192004;0;996839500;115991000;98050000;0;50000000;0.6675
2019;5202022013;0;843037500;0;157841500;0;37517000;0.6976
2019;5202012014;0;885840793;0;463774500;0;149000000;0.8037
2019;5201072004;0;2939811232;18648000;50223000;20000000;100000000;0.7476
2019;5201032020;48957800;1234694300;13784500;33248500;0;0;0.7983
2019;5205062012;0;760482000;0;90157000;30526000;50000000;0.7276
2019;5206132002;63946141;508988864;228950000;209852823;0;100000000;0.6232
2019;5205032005;0;366397050;59355750;190471100;237588100;50000000;0.6503
2019;5201072008;0;1727340500;9651000;175423500;0;100000000;0.6922
2019;5206042005;106406000;402812942;140790000;112247000;0;4100000;0.7005
2019;5203102008;18500000;1242233000;0;31620000;0;50000000;0.6433
2019;5206032010;62483827;292412000;320329120;31036500;27600000;100000000;0.6552
2019;5205032002;0;715301000;0;146045000;35000000;50000000;0.711
2019;5202102011;0;648228700;0;235225800;0;574407000;0.7333
2019;5204052006;90004750;652973262;83959000;47472000;2434427;100000000;0.7694
2019;5203132010;47464000;815501100;58796500;40616000;0;26500000;0.7335
2019;5203012010;28619561;660692494;185583500;115934445;0;50000000;0.7057
2019;5203052006;0;1447700500;17434200;82031300;0;150000000;0.791
2019;5203072012;13987000;287542000;313793000;461115000;10000000;0;0.6957
2019;5208032007;0;1261411600;0;119445000;0;0;0.6459
2019;5203102006;18500000;1450410000;0;46825000;28590000;100000000;0.8035
2019;5202112005;0;999787650;0;148674500;0;127600000;0.8338
2019;5202092008;0;608638300;0;173811500;0;140000000;0.7037
2019;5203042010;0;979348578;31000000;130582890;0;165020532;0.6365
2019;5206022014;70328104;496450000;186000000;86205000;0;10000000;0.6549
2019;5207012009;51150558;440960537;21188000;58937214;0;0;0.6397
2019;5202092006;177738000;2089201322;110206000;414062000;0;387268000;0.676
2019;5203132008;28727500;837618027;43724073;0;0;20000000;0.7789
2019;5201122007;80335000;802792500;72842500;93760000;17500000;45000000;0.7202
2019;5203062004;63445000;1308210998;0;19491000;0;0;0.7414
2019;5201012008;320201000;547463975;38800850;104385175;0;0;0.6913
2019;5201032012;30910000;572239000;186876000;261167500;0;0;0.644
2019;5206132006;20962000;273337423;360939000;103000000;6485640;50000000;0.686
2019;5207052001;0;776218606;0;37550000;0;0;0.6975
2019;5207032015;0;717340000;44440000;168592244;0;0;0.7352
2019;5204122006;17275200;798790450;68723000;37307000;0;20823710;0.7114
2019;5206042016;48915000;357580000;161150000;198127529;0;0;0.5522
2019;5206032009;36750000;429484204;138403405;126690000;10000000;70000000;0.6422
2019;5201092007;18079500;1012639325;0;13256000;0;0;0.7032
2019;5206182008;41586679;573188000;71380000;56332000;0;20000000;0.6141
2019;5205012011;2805000;687875000;39800000;65000000;0;50000000;0.6768
2019;5206082005;187975000;656167108;40097659;102101381;17750000;84054037;0.6349
2019;5205022007;0;487900000;300000000;36013000;0;50000000;0.7016
2019;5206112006;36680000;627679000;157880000;212770000;20426634;50000000;0.7016
2019;5205062007;23449000;860883000;47153000;226700000;30000000;0;0.7016
2019;5205072007;16800000;762593000;0;155000000;0;0;0.7338
2019;5201122004;0;887532150;5861000;178831350;8479650;51113850;0.6886
2019;5206112011;19000000;515215061;212205000;339500000;10000000;50000000;0.5894
2019;5202072007;0;910060700;0;176476900;0;120800000;0.6644
2019;5203202009;0;1065388000;8750000;38569000;0;100000000;0.6659
2019;5204022010;180000000;832892416;91989000;3000000;0;100000000;0.6702
2019;5203032013;0;1049882000;0;25000000;0;0;0.6986
2019;5203032011;3455350;1143934650;0;24225000;0;0;0.6922
2019;5204142003;2850000;725583000;98737750;8850250;0;100000000;0.8006
2019;5204142004;39265620;727983380;68694000;3000000;0;25000000;0.7292
2019;5201132010;15392500;1413386965;0;61580400;0;4127950;0.6327
2019;5203192014;23000000;711296000;24000000;32300000;0;150000000;0.636
2019;5202062008;0;1004469400;0;250437500;0;350023925;0.7541
2019;5204142013;0;730781600;34596000;40764800;0;57739600;0.7444
2019;5203132013;27259500;1698385901;15000000;144030482;0;135727117;0.7016
2019;5202042007;0;901976500;0;148627901;0;121725607;0.6213
2019;5201122013;95081000;677292645;106517110;148093900;0;25000000;0.6463
2019;5201122009;96498120;755593294;73500000;503104280;0;0;0.6521
2019;5203182001;0;1217889600;79386000;44089400;5000000;20000000;0.7162
2019;5201092014;32999500;1133423500;13425000;23529000;0;0;0.6997
2019;5201022004;39600000;729884822;276648000;100300000;0;0;0.6559
2019;5203042009;6000000;1176502657;0;115000000;22188343;0;0.6925
2019;5202022011;0;936434000;0;207689500;0;127130000;0.6454
2019;5202022011;0;1597081350;184580000;35000000;0;0;0.7957
2019;5203182004;0;387371000;502591000;460493000;0;50000000;0.614
2019;5203182009;22354000;1139946000;24200000;26500000;0;30000000;0.6321
2019;5203192018;18500000;964864000;10000000;27500000;0;0;0.6244
2019;5203132009;30826105;850362395;21350000;30743500;0;0;0.733
2019;5201072007;0;1096484000;17346500;62490500;0;100000000;0.6165
2019;5208052003;0;861237425;0;49565000;0;0;0.797
2019;5201122011;32710800;814998200;108513000;46078500;0;18152000;0.6532
2019;5201152006;12300000;958820261;248949247;147986892;0;140000000;0.653
2019;5201012014;26385400;1202038100;0;39953500;0;50000000;0.6803
2019;5207012001;0;630581772;167297961;28895000;0;100000000;0.6051
2019;5201032018;28049000;679450500;87350000;192911200;4500000;0;0.67
2019;5208022001;0;1307491000;85018500;0;21860000;0;0.7744
2019;5204172005;3283000;636524427;74613509;85774505;0;44742536;0.6962
2019;5204172007;17955000;891697353;11050000;0;0;81902500;0.65
2019;5201122015;0;319873638;286441000;183122500;0;150000000;0.6262
2019;5201032016;32814000;880538000;81220000;26210000;10000000;40000000;0.6978
2019;5208032005;0;1911523000;33087000;335091150;0;0;0.6263
2019;5201092011;0;1024039800;0;0;0;94525950;0.6844
2019;5203082013;348000000;1444051000;0;5000000;0;80000000;0.7741
2019;5203192002;35900000;978379183;17800000;48500000;0;62375817;0.7554
2019;5201092001;77124275;433120000;324210000;166158835;0;46889450;0.7898
2019;5206072005;59879320;411749160;189315800;114710438;0;47941082;0.6202
2019;5206122010;22400000;374902725;281339821;689804784;0;9500000;0.4884
2019;5204122009;4832200;767886900;76510000;49906800;0;14359400;0.7132
2019;5205032003;7970000;916455300;0;241636700;0;50000000;0.8114
2019;5201152002;0;1402645149;125700000;118809000;12037000;100000000;0.7095
2019;5201022003;0;1397102450;0;0;0;0;0.6448
2019;5202012013;0;1289128090;0;210303000;0;166823067;0.7632
2019;5205032007;0;646141500;0;335012500;0;0;0.703
2019;5205082002;59049600;415605000;0;385493400;45000000;50000000;0.6256
2019;5204022003;24064000;770663000;96346000;0;0;50000000;0.6025
2019;5202072003;0;1208284000;0;230954330;0;0;0.8463
2019;5202072011;0;988623000;0;170133500;0;47210000;0.8171
2019;5203062002;30468000;662804000;134384000;50378000;0;30000000;0.7
2019;5201092010;11489000;283931500;671060000;0;0;0;0.7525
2019;5204192005;0;839547387;64810000;12500000;0;0;0.6325
2019;5202022003;0;1203795350;0;240769615;0;160508000;0.7503
2019;5201132006;23390500;1313797000;0;103673380;0;100000000;0.6402
2019;5201132002;0;1038812900;0;46546000;0;0;0.6949
2019;5201132009;7525200;994498050;0;170475750;5000000;100000000;0.706
2019;5208012003;0;1641314200;419999712;5050500;80000000;0;0.7713
2019;5203032001;22850000;1088414000;74171000;43000000;0;0;0.7948
2019;5203112005;163500000;964924000;16700000;30000000;12520000;100000000;0.6386
2019;5201092015;0;924452800;86395700;0;0;0;0.6759
2019;5203192009;9380000;705542417;30566202;179507381;0;0;0.6192
2019;5203202003;0;1520929050;39434950;0;0;72000000;0.7729
2019;5203042012;35215000;865420000;256950000;35000000;0;0;0.6368
2019;5206062003;84863200;387866830;295988834;296964301;13591511;80000000;0.5678
2019;5203142012;45040000;711289900;45817500;29140600;0;100000000;0.6851
2019;5204062005;10235000;1468767926;475019000;7260000;0;30000000;0.7208
2019;5204142002;28734450;697805550;57640000;6038000;0;45000000;0.6205
2019;5204142016;49285000;683940000;71415000;10140000;0;24000000;0.7114
2019;5204052005;141918000;699563500;76225000;54635000;0;50000000;0.7171
2019;5202102004;0;764471900;0;315407111;0;0;0.7487
2019;5203122003;600000;1202261500;75099500;43925000;0;100000000;0.7241
2019;5203122006;18500000;1287053000;48000000;78934000;0;132048000;0.7078
2019;5204202002;19871200;759117800;90997000;1200000;0;0;0.7078
2019;5203022003;38906504;910158400;91430000;118249768;0;0;0.8083
2019;5206172001;119000000;354298144;116000000;133040000;0;50000000;0.5786
2019;5202112003;0;1206466492;0;121024500;0;147600000;0.704
2019;5205062003;0;996461000;0;59362000;0;50000000;0.7724
2019;5205062009;80290000;615330000;0;219592000;5030000;20000000;0.6746
2019;5204092002;193859100;603439840;107146000;31003000;0;0;0.6965
2019;5206082006;76022500;307752913;131752500;258835000;0;50000000;0.5711
2019;5204202003;12583980;706274650;14820950;3000000;0;64342833;0.6152
2019;5206072013;111026001;531136899;131600000;126209654;0;0;0.5617
2019;5206032006;177050000;356444295;252443355;13500000;10000000;50000000;0.7833
2019;5206122001;24795669;412565384;145047356;101018715;66391786;75800000;0.5676
2019;5203032014;232329425;655150575;35000000;25000000;0;0;0.7349
2019;5203092003;0;1249934000;0;79186000;0;100000000;0.6776
2019;5203212010;0;842901019;18731117;209924864;0;50000000;0.6776
2019;5203092009;3587000;698105000;408600000;69900000;0;30000000;0.6533
2019;5203092019;27168800;1124741700;0;55340500;0;0;0.6497
2019;5203092008;37277050;756588250;11400000;233740700;0;0;0.6533
2019;5204052003;139608500;477029545;178595500;62052000;0;0;0.7838
2019;5207072002;5520000;834562414;345169229;37395000;0;0;0.6949
2019;5206112004;119000000;948527673;114925406;88275000;10000000;53448736;0.5816
2019;5206052011;109000000;390407150;91388725;89727000;0;150000000;0.7338
2019;5205072009;11000000;669505200;42595800;78598000;10800000;50000000;0.7559
2019;5206022004;100253617;479359250;159063050;63650000;0;0;0.7394
2019;5206152004;95499949;679466000;360450000;104288864;0;30000000;0.5713
2019;5206162004;75448500;376795944;154878112;242090000;5000000;50000000;0.6863
2019;5206112008;47084750;618338930;120200000;68400000;4233759;0;0.5617
2019;5206172005;53805000;332400240;185200000;189295000;10101000;0;0.5668
2019;5206022013;100735000;290114330;194300750;121569846;0;77000000;0.7048
2019;5205042006;157000000;506830000;28000000;261600000;0;0;0.6898
2019;5205012009;4200000;986514500;46323500;20350000;15000000;50000000;0.644
2019;5206112009;17250000;859891839;97125500;242711501;6000000;0;0.6173
2019;5208042009;78000000;1034614750;0;133315000;5000000;100000000;0.8087
2019;5203142004;0;881138500;154150900;10086600;0;0;0.7263
2019;5203142014;0;777439000;50000000;19678000;0;50000000;0.6776
2019;5201122005;66100000;690331400;21998415;136412475;3500000;50000000;0.6576
2019;5201082009;44309500;939640500;44386000;52173000;0;0;0.6848
2019;5204182002;110814925;718350000;40850000;91000000;5000000;0;0.7246
2019;5202122008;0;1443368750;0;280745600;0;191675151;0.7798
2019;5205012012;43750000;794107000;0;33750000;0;40000000;0.6632
2019;5205062008;0;576466000;0;175400000;15000000;50000000;0.6944
2019;5206112002;21020000;430245550;146798000;225241200;0;50000000;0.687
2019;5202052004;0;1252646000;0;405809400;0;175000000;0.6852
2019;5205012008;0;823482000;10000000;56450000;0;0;0.6481
2019;5206142002;46400000;698500000;542800000;470669782;10000000;70000000;0.5821
2019;5206142003;85360000;520950000;116085734;397189000;0;40000000;0.6002
2019;5202042006;0;1146739900;0;227920000;0;0;0.793
2019;5206112005;9000000;374869604;121200000;275030000;0;49970000;0.5843
2019;5206112005;0;708333000;762775500;21150000;0;0;0.7354
2019;5201012002;25140500;854925100;2325000;355146100;0;100000000;0.6575
2019;5201072005;0;1539829800;5956000;43150000;0;0;0.6179
2019;5201022001;0;1207454100;0;15991000;0;0;0.8025
2019;5201022009;0;1006041099;42832500;68739000;12331500;0;0.6944
2019;5201092004;18994000;789355900;26926500;115647000;0;89362000;0.7056
2019;5201092005;4455000;714854150;0;18681000;0;73957050;0.6048
2019;5207032008;0;1129152852;70620000;144900000;0;30000000;0.6905
2019;5204282002;38121000;830449922;59337512;23993000;5104000;0;0.603
2019;5202102009;0;871909850;0;461235745;0;0;0.7594
2019;5206032001;32400000;706192760;272077512;151475418;0;40000000;0.6087
2019;5204072006;49364400;632612950;60015850;67472150;0;30000000;0.7151
2019;5203192015;0;782687020;68916980;50356000;0;30000000;0.629
2019;5203092004;43287500;453044065;649164744;395680691;0;50000000;0.7665
2019;5203092011;26933500;1327850285;16552715;64741500;0;50000000;0.759
2019;5203042007;0;252614000;46267000;614334000;0;150000000;0.6903
2019;5205022001;18000000;568651000;100000000;227233000;0;50000000;0.7367
2019;5207042007;0;692792153;8700000;9435232;0;100000000;0.819
2019;5204222005;5750000;729420126;70545500;4830000;0;0;0.7265
2019;5204222002;0;632318800;156756200;42105000;0;0;0.6411
2019;5202072010;0;1272646700;0;322007593;0;0;0.6198
2019;5203132003;0;826546500;0;118115500;0;0;0.7333
2019;5203092024;7870400;899938600;33560000;59711000;0;25000000;0.6275
2019;5203172008;18500000;856121600;34872400;142056000;0;0;0.723
2019;5201032004;32643500;927442550;7471000;104666800;0;35000000;0.7137
2019;5203012007;197911400;563121600;122344000;20000000;0;60000000;0.74
2019;5203082003;0;1079680000;26440000;15900000;0;0;0.7032
2019;5203022005;31611000;1029820000;9000000;89122000;0;100000000;0.6919
2019;5203052001;17067154;1333144446;75911400;109000000;0;0;0.6337
2019;5203162002;18000000;1290535000;43200000;2850000;0;0;0.62
2019;5203012011;0;680664400;477801600;0;0;60000000;0.6851
2019;5203012008;705953230;369200000;0;15000000;0;41616770;0.6975
2019;5202042015;0;685890500;0;181345759;0;120894140;0.7538
2019;5207062003;0;1055915210;71125000;3300000;0;0;0.7306
2019;5202062010;0;996205900;0;335201200;0;240296308;0.7308
2019;5203112003;0;816795800;10000000;511164200;0;0;0.7373
2019;5205042004;0;890262650;64991000;3296340;16009010;0;0.617
2019;5207062006;0;584665431;382406493;110025000;0;0;0.7502
2019;5206102006;86350000;393234031;639814573;30171351;0;0;0.6197
2019;5206052013;94150000;513010000;82800000;84385500;0;32736173;0.6646
2019;5205022004;0;488073000;0;281404000;0;50000000;0.6565
2019;5202092005;0;1131379650;0;240620750;0;200000000;0.764
2019;5206092003;12650000;518572414;133600000;3000000;20000000;242575000;0.7037
2019;5203172006;135654000;842883004;25999996;60000000;0;200000000;0.7879
2019;5203172011;0;949463000;0;70250000;0;0;0.6963
2019;5203042005;0;1532332000;66620000;224322000;0;79000000;0.741
2019;5206062011;35525000;817461985;157424900;114744800;0;120500000;0.6098
2019;5201032015;16032000;950939990;253601000;4880000;0;130000000;0.6075
2019;5203022012;29007500;639566000;64733000;63417500;0;130800000;0.6829
2019;5204232004;6058000;635634500;58615500;113625775;0;0;0.7168
2019;5203052010;17363000;721432500;5000000;339990500;0;150000000;0.6689
2019;5201082008;0;1035383900;28061200;56352500;0;0;0.6871
2019;5201082012;0;733750650;0;214847900;0;70000000;0.6254
2019;5201152001;0;1163537450;196681450;45318000;0;50000000;0.849
2019;5201152004;0;974998815;96978000;144735500;0;50000000;0.6397
2019;5201152005;10057000;1079202639;96371002;19310000;0;60000000;0.62
2019;5201152003;15450000;808561496;373035969;478386802;10000000;50000000;0.7967
2019;5206162003;109215000;2116504222;239000161;842145898;5150000;215000000;0.5598
2019;5203202008;0;1150602020;0;63277980;0;0;0.614
2019;5205072003;11810000;571149986;60739014;178252000;206742000;0;0.6797
2019;5204192001;99861500;669899088;128462140;0;0;0;0.7327
2019;5201132005;0;1143385000;88780000;3328000;0;125000000;0.6992
2019;5201082010;1500000;691995400;272135500;72235000;0;0;0.6508
2019;5204052012;34816000;786462000;77971000;0;0;0;0.6508
2019;5204252003;40459180;1735073420;166381350;408295850;0;0;0.5617
2019;5204182001;10000000;771585000;23900000;58000000;0;25000000;0.626
2019;5204062002;11254800;1027986000;91100000;113978000;0;80000000;0.6663
2019;5204252002;42694000;762580277;31559500;2544000;0;10639726;0.7041
2019;5204202004;121366500;810032500;44710000;0;0;0;0.704
2019;5203172001;4000000;1171050541;137816000;41145459;0;0;0.9105
2019;5204092014;35580000;710754000;59445000;9000000;0;0;0.6622
2019;5204252004;217422000;557675021;94972000;53124300;4958000;0;0.7038
2019;5206142001;149125008;634009996;116379814;40157363;0;0;0.5511
2019;5207022010;0;751092677;16623272;82802701;0;0;0.7238
2019;5204122005;4550000;1092507350;17794250;0;0;34775790;0.6535
2019;5207022001;26170000;979373223;231730000;41750000;0;0;0.6959
2019;5203082007;0;1725175035;138320000;42601965;0;150000000;0.919
2019;5204172003;36690100;535457500;288630753;0;0;0;0.7873
2019;5203102004;0;1402581500;0;28437500;0;0;0.7103
2019;5204252008;35708000;749767600;90518000;94100800;487600;80000000;0.6663
2019;5204242004;0;795395000;36102000;28000000;0;28390000;0.6046
2019;5204182003;27660000;752462532;132153000;25015000;0;50000000;0.7076
2019;5202022004;0;1308713827;0;195769500;0;187558908;0.7152
2019;5206112007;52000000;881695595;115562309;119750000;10000000;50000000;0.5554
2019;5202102007;0;1035046982;0;370688118;0;110092400;0.7648
2019;5207022009;0;742768999;102800000;87694832;0;0;0.6551
2019;5206122009;67050020;727034778;155716858;304649963;0;0;0.5432
2019;5204142012;46242000;486219600;197942400;16285000;0;70000000;0.6457
2019;5206062017;50540185;730112662;147262500;307164815;10000000;70000000;0.5952
2019;5207072003;20461145;727670000;11715000;114090300;0;100000000;0.6478
2019;5207052006;0;985590620;60095000;19575000;0;250000000;0.701
2019;5207032013;14584000;914611444;16200000;78596000;0;0;0.7135
2019;5205072004;10000000;794631000;98600000;65413000;0;0;0.7389
2019;5202062005;0;939929775;0;272753500;0;252573168;0.6737
2019;5203032009;0;1459784250;156671200;31269550;0;0;0.6911
2019;5204262004;36850000;692519764;83070160;43335000;0;0;0.8043
2019;5202072002;82000000;1709853650;515894500;306816301;0;151695500;0.7081
2019;5206122004;34780000;907618444;134222926;107010000;0;76045000;0.5897
2019;5206122011;20100000;786470496;161871844;59000000;10000000;72000000;0.593
2019;5202122001;0;1363890300;0;315635300;0;424708650;0.8732
2019;5204292001;90725000;465119583;49815529;182775000;0;10000000;0.676
2019;5204122003;0;679699066;145935000;157460000;0;73974500;0.6454
2019;5205042002;0;877186000;0;143430000;10000000;0;0.6244
2019;5204112009;27704000;837594795;56258250;20000000;0;0;0.6289
2019;5201032010;42818500;890978700;43631400;99201300;0;0;0.6867
2019;5204112003;73350000;684768670;154164000;12000;0;0;0.6313
2019;5204112002;33700000;544272383;90163183;157034000;0;0;0.6308
2019;5204272003;21867600;960096500;138784000;9877000;0;0;0.6625
2019;5204172004;88239516;633803084;113932400;0;0;50000000;0.6498
2019;5202072001;0;1564167000;0;357719050;0;159308807;0.6946
2019;5201022010;25145269;536694360;83319646;492297000;0;200000000;0.6659
2019;5201142004;66500000;774749950;94400000;48961000;0;50000000;0.6846
2019;5201132001;19222000;1479435100;0;3392900;0;50000000;0.693
2019;5201132007;62997000;1310983769;35810000;73815000;0;70000000;0.8192
2019;5201032001;32122500;576117750;83877500;165945750;0;0;0.7951
2019;5203032008;77250000;1139679000;0;28029000;0;80000000;0.6525
2019;5204272002;87563000;717165864;65665500;42981000;11180000;25042921;0.7656
2019;5202092001;0;935227038;0;445156900;0;151097317;0.7338
2019;5203112008;0;1139002000;0;28460000;25000000;100000000;0.6438
2019;5203052007;44450000;1295167000;74500000;29620000;0;50000000;0.76
2019;5203052009;38325000;1553085500;29360000;24529500;0;0;0.6633
2019;5203212001;15600000;1658409850;37737150;32332000;0;75000000;0.7986
2019;5203212004;0;447979464;688120266;175490270;0;0;0.7237
2019;5203212003;0;1373921146;0;232271854;0;50000000;0.6865
2019;5203212008;0;911782230;33134000;82861770;0;0;0.6624
2019;5203212008;15223500;850676000;40981500;36922000;0;100000000;0.6624
2019;5203212002;0;1174433545;98828495;19798050;0;130389910;0.6554
2019;5203212006;7620000;1311810445;106460011;153621544;0;0;0.7819
2019;5203212007;0;1268063000;6000000;27580000;0;100000000;0.7221
2019;5203182010;0;913104500;77981500;25000000;0;103000000;0.6548
2019;5205082003;0;751996000;0;69535000;0;50000000;0.6756
2019;5203182003;509852000;705790000;4000000;25000000;0;50000000;0.7813
2019;5203182007;0;881829500;51784500;32678000;0;50000000;0.6505
2019;5206162005;138579455;329870000;59100000;328820000;5000000;50000000;0.5187
2019;5204102008;147494000;663671000;128272000;5367000;0;26654099;0.7056
2019;5206022005;40795000;469850000;164360000;199669416;8170000;0;0.7227
2019;5206152007;32250000;468299000;192848343;48216324;0;65232000;0.5584
2019;5206042002;30660000;498703542;142175000;110543268;0;0;0.6132
2019;5201122001;0;1142499170;29200000;34735800;2000000;25000000;0.8192
2019;5204102009;0;673259891;87631672;64675000;0;0;0.661
2019;5202072004;0;1527468600;6625000;300787574;0;60000000;0.7083
2019;5208042002;0;1375445650;36640000;555576000;0;0;0.7038
2019;5206172006;146755000;277080958;91850000;211070000;5000000;40000000;0.6433
2019;5204262003;0;754710000;25261000;28000000;0;7000000;0.6687
2019;5204262006;18130000;439974973;57770750;304663000;0;33644096;0.6438
2019;5203042004;0;1285336000;0;0;0;0;0.6997
2019;5204052001;62422670;670471901;81230500;0;41028636;2000000;0.8041
2019;5204212003;84888000;544986000;179965800;8372000;0;6500000;0.6724
2019;5205082004;5000000;578100000;0;182351000;0;50000000;0.616
2019;5204022002;2550000;705329513;20400000;14000000;0;50056692;0.6944
2019;5204022001;16836400;691553100;43909500;0;0;0;0.6443
2019;5205052009;0;577940000;238000000;192272000;13000000;0;0.6937
2019;5206132010;107283860;367226960;171846138;54470000;10000000;66348917;0.6454
2019;5203102009;234500000;1547312800;0;84425200;0;100000000;0.6016
2019;5205042001;0;836286000;0;242582000;0;0;0.7284
